Year,Category,Nominee,Additional Info,Won?,,,,,,
2002 (75th),Music (Song),The Wild Thornberrys Movie,Music and Lyric by Paul Simon,NO,,,,,,
2002 (75th),Music (Song),Gangs of New York,"Music and Lyric by Bono, The Edge, Adam Clayton and Larry Mullen",NO,,,,,,
2002 (75th),Music (Song),Chicago,Music by John Kander; Lyric by Fred Ebb,NO,,,,,,
2002 (75th),Music (Song),8 Mile,"Music by Eminem, Jeff Bass and Luis Resto; Lyric by Eminem",YES,,,,,,
2002 (75th),Best Picture,Chicago,"Martin Richards, Producer",YES,,,,,,
2002 (75th),Best Picture,Gangs of New York,"Alberto Grimaldi and Harvey Weinstein, Producers",NO,,,,,,
2002 (75th),Best Picture,The Hours,"Scott Rudin and Robert Fox, Producers",NO,,,,,,
2002 (75th),Best Picture,The Lord of the Rings: The Two Towers,"Barrie M. Osborne, Fran Walsh and Peter Jackson, Producers",NO,,,,,,
2002 (75th),Best Picture,The Pianist,"Roman Polanski, Robert Benmussa and Alain Sarde, Producers",NO,,,,,,
2002 (75th),Short Film (Animated),The Cathedral,Tomek Baginski,NO,,,,,,
2002 (75th),Short Film (Animated),The ChubbChubbs!,Eric Armstrong,YES,,,,,,
2002 (75th),Short Film (Animated),Das Rad,"Chris Stenner, Heidi Wittlinger",NO,,,,,,
2002 (75th),Short Film (Animated),Mike's New Car,"Pete Docter, Roger Gould",NO,,,,,,
2002 (75th),Short Film (Animated),Mt. Head,Koji Yamamura,NO,,,,,,
2002 (75th),Short Film (Live Action),Fait D'Hiver,"Dirk Beliën, Anja Daelemans",NO,,,,,,
2002 (75th),Short Film (Live Action),I'll Wait for the Next One... (J'Attendrai Le Suivant...),"Philippe Orreindy, Thomas Gaudin",NO,,,,,,
2002 (75th),Short Film (Live Action),Inja (Dog),"Steven Pasvolsky, Joe Weatherstone",NO,,,,,,
2002 (75th),Short Film (Live Action),Johnny Flynton,"Lexi Alexander, Alexander Buono",NO,,,,,,
2002 (75th),Short Film (Live Action),This Charming Man (Der Er En Yndig Mand),"Martin Strange-Hansen, Mie Andreasen",YES,,,,,,
2002 (75th),Sound,Chicago,"Michael Minkler, Dominick Tavella, David Lee",YES,,,,,,
2002 (75th),Sound,Gangs of New York,"Tom Fleischman, Eugene Gearty, Ivan Sharrock",NO,,,,,,
2002 (75th),Sound,The Lord of the Rings: The Two Towers,"Christopher Boyes, Michael Semanick, Michael Hedges, Hammond Peek",NO,,,,,,
2002 (75th),Sound,Road to Perdition,"Scott Millan, Bob Beemer, John Patrick Pritchett",NO,,,,,,
2002 (75th),Sound,Spider-Man,"Kevin O'Connell, Greg P. Russell, Ed Novick",NO,,,,,,
2002 (75th),Sound Editing,The Lord of the Rings: The Two Towers,"Ethan Van der Ryn, Michael Hopkins",YES,,,,,,
2002 (75th),Sound Editing,Minority Report,"Richard Hymns, Gary Rydstrom",NO,,,,,,
2002 (75th),Sound Editing,Road to Perdition,Scott A. Hecker,NO,,,,,,
2002 (75th),Visual Effects,The Lord of the Rings: The Two Towers,"Jim Rygiel, Joe Letteri, Randall William Cook, Alex Funke",YES,,,,,,
2002 (75th),Visual Effects,Spider-Man,"John Dykstra, Scott Stokdyk, Anthony LaMolinara, John Frazier",NO,,,,,,
2002 (75th),Visual Effects,Star Wars Episode II Attack of the Clones,"Rob Coleman, Pablo Helman, John Knoll, Ben Snow",NO,,,,,,
2002 (75th),Writing,About a Boy,Screenplay by Peter Hedges and Chris Weitz & Paul Weitz,NO,,,,,,
2002 (75th),Writing,Adaptation,Screenplay by Charlie Kaufman and Donald Kaufman,NO,,,,,,
2002 (75th),Writing,Chicago,Screenplay by Bill Condon,NO,,,,,,
2002 (75th),Writing,The Hours,Screenplay by David Hare,NO,,,,,,
2002 (75th),Writing,The Pianist,Screenplay by Ronald Harwood,YES,,,,,,
2002 (75th),Writing,Far from Heaven,Written by Todd Haynes,NO,,,,,,
2002 (75th),Writing,Gangs of New York,Screenplay by Jay Cocks and Steve Zaillian and Kenneth Lonergan; Story by Jay Cocks,NO,,,,,,
2002 (75th),Writing,My Big Fat Greek Wedding,Written by Nia Vardalos,NO,,,,,,
2002 (75th),Writing,Talk to Her,Written by Pedro Almodóvar,YES,,,,,,
2002 (75th),Writing,Y Tu Mamá También,Written by Carlos Cuarón and Alfonso Cuarón,NO,,,,,,
2002 (75th),Honorary Award,"To Peter O'Toole, whose remarkable talents have provided cinema history with some of its most memorable characters.",,YES,,,,,,
2002 (75th),Scientific and Technical (Academy Award of Merit),"To ALIAS/WAVEFRONT for the development of a 3D animation, dynamics, modeling and rendering production tool known as Maya. With its significant and dominant impact on the motion picture industry, the Maya software package offers a robust and widely used commercial visual effects tool with a rich infrastructure for extension and customization. [Digital Imaging Technology]",,YES,,,,,,
2002 (75th),Scientific and Technical (Academy Award of Merit),"To ARNOLD & RICHTER CINE TECHNIK and PANAVISION INC., for their continuing development and innovation in the design and manufacturing of advanced camera systems specifically designed for the motion picture entertainment industry. With a commitment that lies beyond the usual commercial considerations, these two manufacturers continue to lead the industry in developing and introducing products that have defined the state of the art in motion picture camera technology. [Camera]",,YES,,,,,,
2002 (75th),Scientific and Technical (Scientific and Engineering Award),"To GLENN SANDERS and HOWARD STARK of Zaxcom for the concept, design and engineering of the portable Deva Digital Audio Disk Recorder. This innovative design employs advanced hard disk recording technology and digital audio techniques for use in both production and post-production recording applications. [Sound]",,YES,,,,,,
2002 (75th),Scientific and Technical (Scientific and Engineering Award),"To MARK ELENDT, PAUL H. BRESLIN, GREG HERMANOVIC and KIM DAVIDSON for their continued development of the procedural modeling and animation components of their Prisms program, as exemplified in the Houdini software package. Through a procedural building-block process, the Houdini software is used to simulate natural phenomena using particle effects and complex three-dimensional models. [Digital Imaging Technology]",,YES,,,,,,
2002 (75th),Scientific and Technical (Scientific and Engineering Award),"To DR. LESLIE GUTIERREZ, DIANE E. KESTNER, JAMES MERRILL and DAVID NIKLEWICZ for the design and development of the Kodak Vision Premier Color Print Film, 2393. This film stock provides filmmakers with enhanced color saturation, higher contrast and darker blacks, producing a bold, colorful 'look' on the theater screen. [Film]",,YES,,,,,,
2002 (75th),Scientific and Technical (Scientific and Engineering Award),"To DEDO WEIGERT for the concept, DR. DEPU JIN for the optical calculations, and FRANZ PETTERS for the mechanical construction of the Dedolight 400D. This uniquely designed set light provides superior performance, reliability and ease of use. Combined with its excellent array of accessories, the Dedolight 400D is an outstanding engineering achievement. [Lighting]",,YES,,,,,,
2002 (75th),Scientific and Technical (Technical Achievement Award),"To DICK WALSH for the development of the PDI/DreamWorks Facial Animation System. This effective software simulation system is used to create and control natural, expressive, highly-nuanced facial animation on a wide range of computer-generated characters. [Digital Imaging Technology]",,YES,,,,,,
2002 (75th),Scientific and Technical (Technical Achievement Award),"To THOMAS DRIEMEYER and to the TEAM OF MATHEMATICIANS, PHYSICISTS AND SOFTWARE ENGINEERS OF MENTAL IMAGES for their contributions to the Mental Ray rendering software for motion pictures. Mental Ray is a highly programmable computer-graphics renderer incorporating ray tracing and global illumination to realistically simulate the behavior of light in computer-generated imagery. [Digital Imaging Technology]",,YES,,,,,,
2002 (75th),Scientific and Technical (Technical Achievement Award),"To ERIC DANIELS, GEORGE KATANICS, TASSO LAPPAS and CHRIS SPRINGFIELD for the development of the Deep Canvas rendering software. The Deep Canvas software program captures the orginal brush strokes of the traditional background artist to render elements in three dimensions for animated films. [Digital Imaging Technology]",,YES,,,,,,
2002 (75th),Scientific and Technical (Technical Achievement Award),To JIM SONGER for his contributions to the technical development of video-assist in the motion picture industry. The work of Jim Songer from 1968 through 1973 led directly to the more widespread acceptance of video-assist in the motion picture industry. [Systems],,YES,,,,,,
2002 (75th),Scientific and Technical (Technical Achievement Award),"To PIERRE CHABERT of Airstar for the introduction of balloons with internal light sources to provide set lighting for the motion picture industry. These helium-filled balloons with internal arrangements for tungsten halogen and HMI light sources, are usable indoors or out, quick to set up, require essentially no rigging and provide a soft light that can cover a very large area. [Lighting]",,YES,,,,,,
2002 (75th),Scientific and Technical (Technical Achievement Award),"To RAWDON HAYNE and ROBERT W. JEFFS of Leelium Tubelites for their contributions to the development of internally lit balloons for motion picture lighting. These helium-filled balloons with internal arrangements for tungsten halogen and HMI light sources, are usable indoors or out, quick to set up, require essentially no rigging and provide a soft light that can cover a very large area. [Lighting]",,YES,,,,,,
2002 (75th),Scientific and Technical (Bonner Medal),To Curt R. Behlmer in appreciation for outstanding service and dedication in upholding the high standards of the Academy of Motion Picture Arts and Sciences.,,YES,,,,,,
2002 (75th),Scientific and Technical (Bonner Medal),To Richard B. Glickman in appreciation for outstanding service and dedication in upholding the high standards of the Academy of Motion Picture Arts and Sciences.,,YES,,,,,,
2001 (74th),Actor -- Leading Role,Russell Crowe,A Beautiful Mind {'John Nash'},NO,,,,,,
2001 (74th),Actor -- Leading Role,Sean Penn,I Am Sam {'Sam Dawson'},NO,,,,,,
2001 (74th),Actor -- Leading Role,Will Smith,Ali {'Muhammad Ali'},NO,,,,,,
2001 (74th),Actor -- Leading Role,Denzel Washington,Training Day {'Alonzo'},YES,,,,,,
2001 (74th),Actor -- Leading Role,Tom Wilkinson,In the Bedroom {'Matt Fowler'},NO,,,,,,
2001 (74th),Actor -- Supporting Role,Jim Broadbent,Iris {'John Bayley'},YES,,,,,,
2001 (74th),Actor -- Supporting Role,Ethan Hawke,Training Day {'Jake'},NO,,,,,,
2001 (74th),Actor -- Supporting Role,Ben Kingsley,Sexy Beast {'Don Logan'},NO,,,,,,
2001 (74th),Actor -- Supporting Role,Ian McKellen,The Lord of the Rings: The Fellowship of the Ring {'Gandalf'},NO,,,,,,
2001 (74th),Actor -- Supporting Role,Jon Voight,Ali {'Howard Cosell'},NO,,,,,,
2001 (74th),Actress -- Leading Role,Halle Berry,Monster's Ball {'Leticia Musgrove'},YES,,,,,,
2001 (74th),Actress -- Leading Role,Judi Dench,Iris {'Iris Murdoch'},NO,,,,,,
2001 (74th),Actress -- Leading Role,Nicole Kidman,Moulin Rouge {'Satine'},NO,,,,,,
2001 (74th),Actress -- Leading Role,Sissy Spacek,In the Bedroom {'Ruth Fowler'},NO,,,,,,
2001 (74th),Actress -- Leading Role,Renée Zellweger,Bridget Jones's Diary {'Bridget Jones'},NO,,,,,,
2001 (74th),Actress -- Supporting Role,Jennifer Connelly,A Beautiful Mind {'Alicia Nash'},YES,,,,,,
2001 (74th),Actress -- Supporting Role,Helen Mirren,Gosford Park {'Mrs. Wilson'},NO,,,,,,
2001 (74th),Actress -- Supporting Role,Maggie Smith,"Gosford Park {'Constance, Countess of Trentham'}",NO,,,,,,
2001 (74th),Actress -- Supporting Role,Marisa Tomei,In the Bedroom {'Natalie Strout'},NO,,,,,,
2001 (74th),Actress -- Supporting Role,Kate Winslet,Iris {'Young Iris Murdoch'},NO,,,,,,
2001 (74th),Animated Feature Film,Jimmy Neutron: Boy Genius,"Steve Oedekerk, John A. Davis",NO,,,,,,
2001 (74th),Animated Feature Film,"Monsters, Inc.","Pete Docter, John Lasseter",NO,,,,,,
2001 (74th),Animated Feature Film,Shrek,Aron Warner,YES,,,,,,
2001 (74th),Art Direction,Amélie,Art Direction: Aline Bonetto; Set Decoration: Marie-Laure Valla,NO,,,,,,
2001 (74th),Art Direction,Gosford Park,Art Direction: Stephen Altman; Set Decoration: Anna Pinnock,NO,,,,,,
2001 (74th),Art Direction,Harry Potter and the Sorcerer's Stone,Art Direction: Stuart Craig; Set Decoration: Stephenie McMillan,NO,,,,,,
2001 (74th),Art Direction,The Lord of the Rings: The Fellowship of the Ring,Art Direction: Grant Major; Set Decoration: Dan Hennah,NO,,,,,,
2001 (74th),Art Direction,Moulin Rouge,Art Direction: Catherine Martin; Set Decoration: Brigitte Broch,YES,,,,,,
2001 (74th),Cinematography,Amélie,Bruno Delbonnel,NO,,,,,,
2001 (74th),Cinematography,Black Hawk Down,Slawomir Idziak,NO,,,,,,
2001 (74th),Cinematography,The Lord of the Rings: The Fellowship of the Ring,Andrew Lesnie,YES,,,,,,
2001 (74th),Cinematography,The Man Who Wasn't There,Roger Deakins,NO,,,,,,
2001 (74th),Cinematography,Moulin Rouge,Donald M. McAlpine,NO,,,,,,
2001 (74th),Costume Design,The Affair of the Necklace,Milena Canonero,NO,,,,,,
2001 (74th),Costume Design,Gosford Park,Jenny Beavan,NO,,,,,,
2001 (74th),Costume Design,Harry Potter and the Sorcerer's Stone,Judianna Makovsky,NO,,,,,,
2001 (74th),Costume Design,The Lord of the Rings: The Fellowship of the Ring,"Ngila Dickson, Richard Taylor",NO,,,,,,
2001 (74th),Costume Design,Moulin Rouge,"Catherine Martin, Angus Strathie",YES,,,,,,
2001 (74th),Directing,A Beautiful Mind,Ron Howard,YES,,,,,,
2001 (74th),Directing,Black Hawk Down,Ridley Scott,NO,,,,,,
2001 (74th),Directing,Gosford Park,Robert Altman,NO,,,,,,
2001 (74th),Directing,The Lord of the Rings: The Fellowship of the Ring,Peter Jackson,NO,,,,,,
2001 (74th),Directing,Mulholland Drive,David Lynch,NO,,,,,,
2001 (74th),Documentary (Feature),Children Underground,Edet Belzberg,NO,,,,,,
2001 (74th),Documentary (Feature),LaLee's Kin: The Legacy of Cotton,"Susan Froemke, Deborah Dickson",NO,,,,,,
2001 (74th),Documentary (Feature),Murder on a Sunday Morning,"Jean-Xavier de Lestrade, Denis Poncet",YES,,,,,,
2001 (74th),Documentary (Feature),Promises,"Justine Shapiro, B.Z. Goldberg",NO,,,,,,
2001 (74th),Documentary (Feature),War Photographer,Christian Frei,NO,,,,,,
2001 (74th),Documentary (Short Subject),Artists and Orphans: A True Drama,Lianne Klapper McNally,NO,,,,,,
2001 (74th),Documentary (Short Subject),Sing!,"Freida Lee Mock, Jessica Sanders",NO,,,,,,
2001 (74th),Documentary (Short Subject),Thoth,"Sarah Kernochan, Lynn Appelle",YES,,,,,,
2001 (74th),Film Editing,A Beautiful Mind,"Mike Hill, Dan Hanley",NO,,,,,,
2001 (74th),Film Editing,Black Hawk Down,Pietro Scalia,YES,,,,,,
2001 (74th),Film Editing,The Lord of the Rings: The Fellowship of the Ring,John Gilbert,NO,,,,,,
2001 (74th),Film Editing,Memento,Dody Dorn,NO,,,,,,
2001 (74th),Film Editing,Moulin Rouge,Jill Bilcock,NO,,,,,,
2001 (74th),Foreign Language Film,Amélie,France,NO,,,,,,
2001 (74th),Foreign Language Film,Elling,Norway,NO,,,,,,
2001 (74th),Foreign Language Film,Lagaan,India,NO,,,,,,
2001 (74th),Foreign Language Film,No Man's Land,Bosnia & Herzegovina,YES,,,,,,
2001 (74th),Foreign Language Film,Son of the Bride,Argentina,NO,,,,,,
2001 (74th),Makeup,A Beautiful Mind,"Greg Cannom, Colleen Callaghan",NO,,,,,,
2001 (74th),Makeup,The Lord of the Rings: The Fellowship of the Ring,"Peter Owen, Richard Taylor",YES,,,,,,
2001 (74th),Makeup,Moulin Rouge,"Maurizio Silvi, Aldo Signoretti",NO,,,,,,
2001 (74th),Music (Scoring),A.I. Artificial Intelligence,John Williams,NO,,,,,,
2001 (74th),Music (Scoring),A Beautiful Mind,James Horner,NO,,,,,,
2001 (74th),Music (Scoring),Harry Potter and the Sorcerer's Stone,John Williams,NO,,,,,,
2001 (74th),Music (Scoring),The Lord of the Rings: The Fellowship of the Ring,Howard Shore,YES,,,,,,
2001 (74th),Music (Scoring),"Monsters, Inc.",Randy Newman,NO,,,,,,
2001 (74th),Music (Song),"Monsters, Inc.",Music and Lyric by Randy Newman,YES,,,,,,
2001 (74th),Music (Song),The Lord of the Rings: The Fellowship of the Ring,"Music and Lyric by Enya, Nicky Ryan and Roma Ryan",NO,,,,,,
2001 (74th),Music (Song),Pearl Harbor,Music and Lyric by Diane Warren,NO,,,,,,
2001 (74th),Music (Song),Kate & Leopold,Music and Lyric by Sting,NO,,,,,,
2001 (74th),Music (Song),Vanilla Sky,Music and Lyric by Paul McCartney,NO,,,,,,
2001 (74th),Best Picture,A Beautiful Mind,"Brian Grazer and Ron Howard, Producers",YES,,,,,,
2001 (74th),Best Picture,Gosford Park,"Robert Altman, Bob Balaban and David Levy, Producers",NO,,,,,,
2001 (74th),Best Picture,In the Bedroom,"Graham Leader, Ross Katz and Todd Field, Producers",NO,,,,,,
2001 (74th),Best Picture,The Lord of the Rings: The Fellowship of the Ring,"Peter Jackson, Fran Walsh and Barrie M. Osborne, Producers",NO,,,,,,
2001 (74th),Best Picture,Moulin Rouge,"Martin Brown, Baz Luhrmann and Fred Baron, Producers",NO,,,,,,
2001 (74th),Short Film (Animated),Fifty Percent Grey,"Ruairi Robinson, Seamus Byrne",NO,,,,,,
2001 (74th),Short Film (Animated),For the Birds,Ralph Eggleston,YES,,,,,,
2001 (74th),Short Film (Animated),Give Up Yer Aul Sins,"Cathal Gaffney, Darragh O'Connell",NO,,,,,,
2001 (74th),Short Film (Animated),Strange Invaders,Cordell Barker,NO,,,,,,
2001 (74th),Short Film (Animated),Stubble Trouble,Joseph E. Merideth,NO,,,,,,
2001 (74th),Short Film (Live Action),the accountant,"Ray McKinnon, Lisa Blount",YES,,,,,,
2001 (74th),Short Film (Live Action),Copy Shop,Virgil Widrich,NO,,,,,,
2001 (74th),Short Film (Live Action),Gregor's Greatest Invention,Johannes Kiefer,NO,,,,,,
2001 (74th),Short Film (Live Action),A Man Thing (Meska Sprawa),"Slawomir Fabicki, Bogumil Godfrejow",NO,,,,,,
2001 (74th),Short Film (Live Action),Speed for Thespians,"Kalman Apple, Shameela Bakhsh",NO,,,,,,
2001 (74th),Sound,Amélie,"Vincent Arnardi, Guillaume Leriche, Jean Umansky",NO,,,,,,
2001 (74th),Sound,Black Hawk Down,"Michael Minkler, Myron Nettinga, Chris Munro",YES,,,,,,
2001 (74th),Sound,The Lord of the Rings: The Fellowship of the Ring,"Christopher Boyes, Michael Semanick, Gethin Creagh, Hammond Peek",NO,,,,,,
2001 (74th),Sound,Moulin Rouge,"Andy Nelson, Anna Behlmer, Roger Savage, Guntis Sics",NO,,,,,,
2001 (74th),Sound,Pearl Harbor,"Kevin O'Connell, Greg P. Russell, Peter J. Devlin",NO,,,,,,
2001 (74th),Sound Editing,"Monsters, Inc.","Gary Rydstrom, Michael Silvers",NO,,,,,,
2001 (74th),Sound Editing,Pearl Harbor,"George Watters II, Christopher Boyes",YES,,,,,,
2001 (74th),Visual Effects,A.I. Artificial Intelligence,"Dennis Muren, Scott Farrar, Stan Winston, Michael Lantieri",NO,,,,,,
2001 (74th),Visual Effects,The Lord of the Rings: The Fellowship of the Ring,"Jim Rygiel, Randall William Cook, Richard Taylor, Mark Stetson",YES,,,,,,
2001 (74th),Visual Effects,Pearl Harbor,"Eric Brevig, John Frazier, Ed Hirsh, Ben Snow",NO,,,,,,
2001 (74th),Writing,A Beautiful Mind,Written by Akiva Goldsman,YES,,,,,,
2001 (74th),Writing,Ghost World,Written by Daniel Clowes & Terry Zwigoff,NO,,,,,,
2001 (74th),Writing,In the Bedroom,Screenplay by Rob Festinger and Todd Field,NO,,,,,,
2001 (74th),Writing,The Lord of the Rings: The Fellowship of the Ring,"Screenplay by Fran Walsh, Philippa Boyens, Peter Jackson",NO,,,,,,
2001 (74th),Writing,Shrek,Written by Ted Elliott & Terry Rossio and Joe Stillman and Roger S.H. Schulman,NO,,,,,,
2001 (74th),Writing,Amélie,Screenplay by Guillaume Laurant and Jean-Pierre Jeunet; Dialogue by Guillaume Laurant,NO,,,,,,
2001 (74th),Writing,Gosford Park,Written by Julian Fellowes,YES,,,,,,
2001 (74th),Writing,Memento,Screenplay by Christopher Nolan; Story by Jonathan Nolan,NO,,,,,,
2001 (74th),Writing,Monster's Ball,Written by Milo Addica & Will Rokos,NO,,,,,,
2001 (74th),Writing,The Royal Tenenbaums,Written by Wes Anderson & Owen Wilson,NO,,,,,,
2001 (74th),Honorary Award,To Sidney Poitier in recognition of his remarkable accomplishments as an artist and as a human being.,,YES,,,,,,
2001 (74th),Honorary Award,"To Robert Redford: Actor, director, producer, creator of Sundance, inspiration to independent and innovative filmmakers everywhere.",,YES,,,,,,
2001 (74th),Jean Hersholt Humanitarian Award,Arthur Hiller,,YES,,,,,,
2001 (74th),Scientific and Technical (Scientific and Engineering Award),"To JOHN M. EARGLE, D.B. DON"" KEELE and MARK E. ENGEBRETSON for the concept", design and engineering of the modern constant-directivity, direct radiator style motion picture loudspeaker systems. The work of John M. Eargle," D.B. ""Don"" Keele and Mark E. Engebretson has resulted in the over 20-year dominance of constant-directivity"," direct radiator bass style cinema loudspeaker systems. [Sound]""",,*,,
2001 (74th),Scientific and Technical (Scientific and Engineering Award),"To IAIN NEIL for the concept and optical design and AL SAIKI for the mechanical design of the Panavision Primo Macro Zoom Lens (PMZ). This compact, wide-angle, macro focus lens enhances and expands the picture-capturing ability, both technically and artistically, of the cinematographer. It is the first cine lens that allows macro photography while still being able to zoom. [Lenses and Filters]",,YES,,,,,,
2001 (74th),Scientific and Technical (Scientific and Engineering Award),"To FRANZ KRAUS, JOHANNES STEURER and WOLFGANG RIEDEL for the design and development of the ARRILASER Film Recorder. The ARRILASER film recorder demonstrates a high level of engineering resulting in a compact, user-friendly, low-maintenance device while at the same time maintaining outstanding speed, exposure ratings and image quality. [Special Photographic]",,YES,,,,,,
2001 (74th),Scientific and Technical (Scientific and Engineering Award),"To PETER KURAN for the invention, and SEAN COUGHLIN, JOSEPH A. OLIVIER and WILLIAM CONNER for the engineering and development of the RCI-Color Film Restoration Process. This photo-chemical process restores color to faded color negative using off-the-shelf film stocks with a unique approach. The resulting film intermediate can be used to create a new internegative. [Laboratory]",,YES,,,,,,
2001 (74th),Scientific and Technical (Scientific and Engineering Award),"To MAKOTO TSUKADA, SHOJI KANEKO and the TECHNICAL STAFF OF IMAGICA CORPORATION, and DAIJIRO FUJIE of Nikon Corporation for the engineering excellence and the impact on the motion picture industry of the Imagica 65/35 Multi-Format Optical Printer. This liquid-gate optical printer offers ease of set-up and change-over to various formats from 35mm to 65mm 15-perf with both additive and subtractive lamp houses. [Special Photographic]",,YES,,,,,,
2001 (74th),Scientific and Technical (Scientific and Engineering Award),"To STEVEN GERLACH, GREGORY FARRELL and CHRISTIAN LURIN for the design, engineering and implementation of the Kodak Panchromatic Sound Recording Film. Allowing all four soundtrack systems to be exposed on a single negative with relative ease, this stock has allowed single inventory prints, facilitating the more economic distribution of motion pictures. [Sound]",,YES,,,,,,
2001 (74th),Scientific and Technical (Scientific and Engineering Award),To PAUL J. CONSTANTINE and PETER M. CONSTANTINE for the design and development of the CELCO Digital Film Recorder products. CELCO recorder products have had a significant impact on the industry through continual improvements in their technology. [Special Photographic],,YES,,,,,,
2001 (74th),Scientific and Technical (Technical Achievement Award),"To PETE ROMANO for the design and development of the Remote AquaCam, an underwater camera housing system for use in motion pictures. The Remote AquaCam brings to the industry an underwater camera housing specifically designed for remote and high-speed operation. Its hydro-dynamic shape facilitates ease of operation for surface hand-held filming, and its remote capabilities allow it to film in confined areas or in situations where an operator cannot be near the camera. [Photography]",,YES,,,,,,
2001 (74th),Scientific and Technical (Technical Achievement Award),"To JORDAN KLEIN for his pioneering efforts in the development and application of underwater camera housings for motion pictures. With over 50 years of involvement in the design and development of underwater camera housings, Jordan Klein's work has had significant influence in the field of underwater photography. [Photography]",,YES,,,,,,
2001 (74th),Scientific and Technical (Technical Achievement Award),"To BERNARD M. WERNER and WILLIAM GELOW for the engineering and design of filtered line arrays and screen speading compensation as applied to motion picture loudspeaker systems. Employing both tapered line array and filtered line array technologies and unique passive and active filter networks, their work with cinema loudspeakers was both innovative and dedicated specifically to cinema applications. [Sound]",,YES,,,,,,
2001 (74th),Scientific and Technical (Technical Achievement Award),"To TOMLINSON HOLMAN for the research and systems integration resulting in the improvement of motion picture loudspeaker systems. For over 20 years Tomlinson Holman has been involved in the research and integration of the constant-directivity, direct radiator bass type of cinema loudspeaker systems. [Sound]",,YES,,,,,,
2001 (74th),Scientific and Technical (Technical Achievement Award),"To GEOFF JACKSON and ROGER WOODBURN for their DMS 120S Camera Motor. This well-engineered camera motor features built-in time-lapse programmability and is useful in an unusually wide range of applications, including MOS production filming, high-speed photography, animation and motion control. [Camera]",,YES,,,,,,
2001 (74th),Scientific and Technical (Technical Achievement Award),"To THOMAS MAJOR BARRON for the overall concept and design; CHAS SMITH for the structural engineering; and GORDON SEITZ for the mechanical engineering of the Bulldog Motion Control Camera Crane. This motion control camera crane represents an unprecedented combination of long reach, high speed, and a novel approach to its transport, which allows a very rapid setup on location. [Camera Cranes]",,YES,,,,,,
2001 (74th),Scientific and Technical (Technical Achievement Award),"To JOHN R. ANDERSON, JIM HOURIHAN, CARY PHILLIPS and SEBASTIAN MARINO for the development of the ILM Creature Dynamics System. This system makes hair, clothing, skin, flesh and muscle simulation both directable and integrated within a character animation and rigging environment. [Digital Imaging Technology]",,YES,,,,,,
2001 (74th),Scientific and Technical (Technical Achievement Award),"To STEVE SULLIVAN and ERIC R.L. SCHAFER for the development of the ILM Motion and Structure Recovery System (MARS). The MARS system provides analysis of camera motion and object motion, and their dimensions. It employs a rich set of user-interface tools and sophisticated algorithms. [Digital Imaging Technology]",,YES,,,,,,
2001 (74th),Scientific and Technical (Technical Achievement Award),"To CARL LUDWIG and JOHN M. CONSTANTINE, JR. for their contributions to CELCO Digital Film Recorder products. CELCO recorder products have had a significant impact on the industry through continual improvements in their technology. [Special Photographic]",,YES,,,,,,
2001 (74th),Scientific and Technical (Technical Achievement Award),"To BILL SPITZAK, PAUL VAN CAMP, JONATHAN EGSTAD and PRICE PETHEL for their pioneering effort on the NUKE-2D Compositing Software. The Nuke-2D compositing software allows for the creation of complex interactive digital composites using relatively modest computing hardware. [Digital Imaging Technology]",,YES,,,,,,
2001 (74th),Scientific and Technical (Technical Achievement Award),To DR. LANCE J. WILLIAMS for his pioneering influence in the field of computer-generated animation and effects for motion pictures. The ongoing influence of Lance Williams is exemplified in his three seminal papers Casting Shadows on Curved Surfaces," Pyramidal Parametrics"" and ""View Interpolation for Image Synthesis."" [Digital Imaging Technology]""",NO,*,,,,,
2001 (74th),Scientific and Technical (Technical Achievement Award),To DR. UWE SASSENBERG and ROLF SCHNEIDER for the development of 3D Equalizer," an advanced and robust camera and object match-moving system. This dominant commercial tracking system provides survey-free"" tracking", which significantly reduces the need for painstaking," error-prone measurements on sets. [Digital Imaging Technology]""",,*,,,
2001 (74th),Scientific and Technical (Technical Achievement Award),To DR. GARLAND STERN for the concept and implementation of the Cel Paint Software System. All current cel painting applications in the motion picture industry can be traced back to the original idea and pioneering implementation of Garland Stern. [Digital Imaging Technology],,YES,,,,,,
2001 (74th),Scientific and Technical (Technical Achievement Award),"To MIC RODGERS and MATT SWEENEY for the concept, design and realization of the Mic Rig."" This self-contained", low bed picture car carrier and camera platform enables the safe," economic and realistic filming of action sequences that may involve principal actors and dialogue. [Stage Operations]""",,*,,,,
2001 (74th),Scientific and Technical (Gordon E. Sawyer Award),Edmund M. Di Giulio,,YES,,,,,,
2001 (74th),Scientific and Technical (Bonner Medal),To Ray Feeney in appreciation for outstanding service and dedication in upholding the high standards of the Academy of Motion Picture Arts and Sciences.,,YES,,,,,,
2001 (74th),Scientific and Technical (Special Awards),To Rune Ericson for his pioneering development and 30 years of dedication to the Super 16mm format for motion pictures. The Super 16mm film format has achieved a significant impact on the worldwide film industry by playing a major role in empowering low budget films to be produced for theatrical release.,,YES,,,,,,
2001 (74th),Scientific and Technical (Special Awards),"To the American Society of Cinematographers (ASC) for the continued publication of the American Cinematographer Manual."" Born from ""The Cinematographic Annual"," first published by the ASC in 1930, the American Cinematographer Manual"" has become an essential bible for cinematographers. Currently in its eighth edition"," this premier reference manual has had a significant impact on decades of motion picture photography around the world.""",,*,,,,
